Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) cht1,Coverage (%) cht2,Coverage (%) cht3,Coverage (%) cht4,Coverage (%) cht5,Coverage (%) cht6,Coverage (%) cht7,Coverage (%) cht8,Coverage (%) cht9,Coverage (%) cht10,Coverage (%) el1,Coverage (%) el2,Coverage (%) el3,Coverage (%) el4,Coverage (%) el5,Coverage (%) el6,Coverage (%) el7,Coverage (%) el8,Coverage (%) el9,Coverage (%) el10,Coverage (%) lp1,Coverage (%) lp2,Coverage (%) lp3,Coverage (%) lp4,Coverage (%) lp5,Coverage (%) lp6,Coverage (%) lp7,Coverage (%) lp8,Coverage (%) lp9,Coverage (%) lp10,Coverage (%) trp1,Coverage (%) trp2,Coverage (%) trp3,Coverage (%) trp4,Coverage (%) trp5,Coverage (%) trp6,Coverage (%) trp7,Coverage (%) trp8,Coverage (%) trp9,Coverage (%) trp10,Area cht1,Area cht2,Area cht3,Area cht4,Area cht5,Area cht6,Area cht7,Area cht8,Area cht9,Area cht10,Area el1,Area el2,Area el3,Area el4,Area el5,Area el6,Area el7,Area el8,Area el9,Area el10,Area lp1,Area lp2,Area lp3,Area lp4,Area lp5,Area lp6,Area lp7,Area lp8,Area lp9,Area lp10,Area trp1,Area trp2,Area trp3,Area trp4,Area trp5,Area trp6,Area trp7,Area trp8,Area trp9,Area trp10,#Peptides,#Unique,#Spec cht1,#Spec cht2,#Spec cht3,#Spec cht4,#Spec cht5,#Spec cht6,#Spec cht7,#Spec cht8,#Spec cht9,#Spec cht10,#Spec el1,#Spec el2,#Spec el3,#Spec el4,#Spec el5,#Spec el6,#Spec el7,#Spec el8,#Spec el9,#Spec el10,#Spec lp1,#Spec lp2,#Spec lp3,#Spec lp4,#Spec lp5,#Spec lp6,#Spec lp7,#Spec lp8,#Spec lp9,#Spec lp10,#Spec trp1,#Spec trp2,#Spec trp3,#Spec trp4,#Spec trp5,#Spec trp6,#Spec trp7,#Spec trp8,#Spec trp9,#Spec trp10,PTM,Avg. Mass,Description
43,25,P04406|G3P_HUMAN,326.20,98,51,56,64,57,67,67,61,56,61,61,72,60,70,56,56,59,64,66,65,69,69,69,67,73,71,71,75,66,70,54,44,47,50,50,47,43,46,53,64,64,9.6248E7,1.7947E8,1.5145E8,1.5582E8,2.1883E8,1.5055E8,1.7692E8,2.0201E8,1.7029E8,1.3845E8,2.2583E8,2.5676E8,2.5028E8,2.2249E8,2.4912E8,2.603E8,3.5508E8,2.756E8,7.2598E8,7.8741E8,2.7862E8,2.3519E8,2.8589E8,2.2895E8,2.917E8,2.8678E8,2.6558E8,2.6008E8,2.6767E8,1.5584E8,1.4199E8,2.0238E8,1.9918E8,1.6047E8,1.6871E8,9.9383E7,1.0612E8,2.2692E8,2.9076E8,3.0938E8,235,234,32,34,44,42,44,43,43,42,43,39,59,58,59,49,53,60,60,58,71,78,59,51,57,53,54,58,65,53,50,35,23,27,28,25,26,21,21,29,35,37,,36053,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
37,21,P14625|ENPL_HUMAN,325.70,86,31,34,32,30,36,37,36,41,44,35,32,35,37,36,38,36,48,38,63,59,60,58,55,56,58,60,59,50,56,51,43,44,46,44,49,42,39,46,52,46,7.8787E7,1.0644E8,1.1111E8,1.004E8,1.1763E8,1.1738E8,1.1302E8,1.2305E8,1.193E8,9.6024E7,3.4435E7,4.6589E7,4.244E7,4.6182E7,6.0008E7,4.4003E7,1.6058E8,5.3181E7,6.2409E8,5.6428E8,2.0574E8,1.4869E8,1.6122E8,1.9676E8,2.1474E8,2.0791E8,1.8082E8,1.4186E8,1.8663E8,1.6975E8,2.1233E8,2.9241E8,2.8092E8,2.5129E8,2.2835E8,1.3565E8,1.3826E8,3.2713E8,3.6762E8,3.9293E8,313,258,32,41,36,33,40,39,39,45,47,39,32,40,39,40,46,34,57,39,102,96,92,90,79,74,85,89,82,71,68,60,49,51,50,50,51,47,45,51,54,57,,92469,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
40,17,P08238|HS90B_HUMAN,325.07,88,28,36,35,40,34,38,39,38,37,35,34,37,33,37,38,35,50,37,56,52,56,51,53,44,51,51,58,49,49,41,41,46,44,43,42,43,41,42,48,47,5.176E7,7.3125E7,8.0991E7,5.6995E7,6.6046E7,9.2352E7,7.7653E7,5.9305E7,8.0848E7,8.1429E7,5.6471E7,5.5024E7,5.0723E7,5.6125E7,6.8397E7,4.4303E7,1.6129E8,6.7952E7,5.8671E8,5.6225E8,9.5085E7,5.1147E7,7.0597E7,6.2562E7,6.8724E7,6.5951E7,6.2491E7,5.9863E7,6.4722E7,6.2547E7,1.2383E8,1.8058E8,1.5506E8,1.3538E8,1.24E8,7.3876E7,8.5307E7,1.7325E8,2.0986E8,2.3909E8,287,161,23,31,31,32,32,36,39,31,32,29,38,36,33,39,45,38,58,47,104,95,83,62,73,55,57,57,62,48,54,52,55,63,64,64,64,56,55,64,70,67,,83264,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
12,283,Q8N257|H2B3B_HUMAN,322.82,73,48,47,47,52,55,57,52,50,55,53,48,45,51,39,47,51,64,51,67,62,70,71,68,72,72,71,72,72,73,70,52,44,44,38,44,38,44,44,44,38,3.833E5,,,6.9892E5,6.3523E5,6.2029E5,6.6266E5,5.6749E5,5.2888E5,6.0915E5,,,,,,,5.5346E5,,2.6431E6,1.9937E6,,,1.116E6,3.1497E6,5.2315E5,,8.2843E5,3.8151E5,3.901E5,,,,,,,,,,,,180,5,37,37,49,50,45,53,48,53,53,51,68,50,58,39,49,75,72,73,69,72,170,174,183,154,179,175,156,178,115,92,57,63,63,79,71,53,66,54,103,74,,13908,Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=H2BU1 PE=1 SV=3
47,6,Q14697|GANAB_HUMAN,320.94,74,26,29,32,30,34,24,34,32,34,30,24,23,24,24,22,24,30,26,47,49,38,40,37,40,39,35,38,36,31,20,44,43,37,38,42,37,40,42,43,46,6.8969E7,9.4852E7,1.2048E8,1.0009E8,1.2109E8,9.416E7,1.0118E8,1.1576E8,1.2198E8,9.2722E7,4.0843E7,4.3625E7,4.4016E7,4.3585E7,4.8009E7,4.1763E7,1.1405E8,5.0005E7,4.4696E8,4.3151E8,1.7706E8,1.2864E8,1.5077E8,1.2528E8,1.4604E8,1.3444E8,1.1074E8,1.1164E8,1.1527E8,7.7845E7,1.8889E8,2.6879E8,2.493E8,2.1623E8,1.9952E8,1.1895E8,1.1808E8,2.4587E8,3.3368E8,2.9651E8,254,253,32,38,43,36,43,33,41,43,42,35,26,25,26,25,24,24,42,31,86,83,51,43,46,38,42,48,36,37,32,22,56,57,56,52,52,45,46,55,63,58,,106874,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3
39,32,P11142|HSP7C_HUMAN,318.42,89,48,54,52,53,52,53,50,60,57,59,31,40,39,43,40,39,52,39,59,58,56,59,54,56,53,62,55,55,53,50,45,44,48,44,48,44,46,48,45,45,7.0669E7,1.0111E8,9.9309E7,9.6483E7,1.0811E8,1.1167E8,9.5617E7,1.0667E8,1.1863E8,8.8911E7,3.6131E7,4.8837E7,5.6027E7,5.7438E7,6.1205E7,4.923E7,1.3458E8,4.3804E7,3.9794E8,4.0485E8,1.5436E8,9.3867E7,8.7347E7,9.6605E7,9.8719E7,1.0744E8,8.9448E7,8.1298E7,8.3273E7,7.7674E7,1.3636E8,1.7388E8,1.7603E8,1.4428E8,1.4207E8,8.755E7,9.2281E7,1.848E8,2.0502E8,2.1412E8,314,160,41,45,42,47,51,46,43,53,54,51,44,56,47,56,57,53,77,50,105,106,85,66,69,63,62,68,62,59,56,50,48,47,53,46,49,44,47,46,51,49,,70898,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1
65,9,P35579|MYH9_HUMAN,316.98,76,6,4,7,7,4,5,7,8,7,5,6,6,5,9,8,8,27,6,47,41,21,9,8,12,12,9,8,9,12,23,31,35,31,27,29,21,23,27,36,35,4.7149E6,5.0479E6,6.6256E6,7.6369E6,2.9998E6,6.4826E6,6.7473E6,8.348E6,8.0184E6,6.1734E6,2.8575E6,5.6039E6,4.4212E6,6.2198E6,6.6651E6,6.666E6,7.0424E7,7.1708E6,4.6129E8,2.8364E8,1.7773E7,5.7171E6,6.3764E6,2.125E7,1.3776E7,9.4514E6,8.5981E6,8.2925E6,1.2932E7,5.1266E7,4.5539E7,4.8549E7,4.8515E7,3.5857E7,3.7957E7,1.6962E7,2.2858E7,5.4079E7,7.2261E7,6.1555E7,336,276,11,6,12,12,9,8,13,13,11,9,9,11,9,15,18,14,65,13,141,111,33,16,14,25,24,16,13,14,22,47,65,62,69,53,58,39,47,61,72,71,,226530,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4
42,24,P07900|HS90A_HUMAN,316.47,87,25,37,34,36,33,45,41,41,35,33,31,32,32,31,39,27,47,35,49,46,48,44,43,44,44,50,48,47,41,44,42,50,48,42,45,40,46,51,43,49,3.0599E7,4.9239E7,4.7004E7,4.2643E7,5.0192E7,4.9543E7,4.1249E7,5.2135E7,5.0895E7,4.4486E7,3.0655E7,2.6881E7,3.4176E7,2.8735E7,3.964E7,2.7106E7,9.8764E7,3.2339E7,4.0618E8,4.3389E8,3.8517E7,2.2221E7,2.6844E7,2.9633E7,3.4866E7,3.1247E7,2.3652E7,1.6614E7,3.1857E7,3.2885E7,1.0381E8,1.6289E8,1.4597E8,1.2969E8,1.2155E8,6.656E7,7.5219E7,1.6584E8,1.8973E8,2.0187E8,278,131,21,35,31,31,33,35,37,40,31,30,30,32,33,29,39,31,59,35,94,80,74,58,64,59,58,62,60,49,52,53,55,69,66,67,72,57,58,66,70,69,,84660,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5
13,150,Q99878|H2A1J_HUMAN,314.17,89,77,79,79,79,79,79,79,77,79,79,62,66,55,69,55,69,70,69,73,64,71,72,70,70,71,71,71,71,70,75,61,59,64,61,59,59,59,59,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,46,66,61,66,60,54,60,70,74,52,65,71,72,81,82,73,95,84,112,113,80,101,100,86,92,97,98,81,82,61,110,123,127,124,103,84,97,130,128,137,,13936,Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14 PE=1 SV=3
13,151,Q96KK5|H2A1H_HUMAN,314.17,89,77,79,79,79,79,79,79,77,79,79,62,66,55,69,55,69,70,69,73,64,71,72,70,70,71,71,71,71,70,75,61,59,64,61,59,59,59,59,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,46,66,61,66,60,54,60,70,74,52,65,71,72,81,82,73,95,84,112,113,80,101,100,86,92,97,98,81,82,61,110,123,127,124,103,84,97,130,128,137,,13906,Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=H2AC12 PE=1 SV=3
13,152,P0C0S8|H2A1_HUMAN,314.17,88,76,78,78,78,78,78,78,76,78,78,61,65,54,68,54,68,68,68,72,63,70,71,68,68,70,70,70,70,68,74,60,58,63,60,58,58,58,58,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,46,66,61,66,60,54,60,70,74,52,65,71,72,81,82,73,95,84,112,113,80,101,100,86,92,97,98,81,82,61,110,123,127,124,103,84,97,130,128,137,,14091,Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2
60,71,P05783|K1C18_HUMAN,313.72,94,48,54,59,60,61,53,55,54,56,57,33,41,32,35,45,37,48,51,62,58,58,60,64,44,60,57,55,57,50,53,52,60,57,57,51,51,51,51,57,57,5.9365E7,8.2309E7,9.5855E7,8.9878E7,1.0415E8,9.7179E7,8.9526E7,1.0123E8,9.8621E7,8.5368E7,3.1271E7,3.2078E7,3.4568E7,3.2638E7,3.6407E7,3.3847E7,4.7727E7,4.6304E7,1.3801E8,1.9176E8,5.6789E7,5.8312E7,5.9809E7,5.9292E7,8.029E7,6.845E7,6.7477E7,6.1792E7,7.7011E7,5.1808E7,1.5075E8,2.0376E8,1.8396E8,1.6004E8,1.6382E8,8.7394E7,9.8012E7,1.8007E8,2.464E8,2.6856E8,202,189,25,26,30,32,34,32,34,31,34,30,22,24,21,23,25,22,24,26,41,48,31,34,32,30,39,35,29,36,31,28,35,46,41,39,43,36,36,37,45,44,,48058,Keratin  type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2
48,20,P06733|ENOA_HUMAN,312.47,91,49,63,61,56,58,53,58,61,57,56,47,53,51,52,58,56,62,51,65,62,62,57,49,58,56,59,59,56,49,50,52,49,49,49,47,52,49,49,53,56,9.2716E7,1.3536E8,1.4331E8,1.3804E8,1.6E8,1.449E8,1.3763E8,1.608E8,1.5544E8,1.4256E8,1.0255E8,1.1428E8,1.2132E8,1.0988E8,1.2543E8,1.157E8,2.0755E8,1.1969E8,6.094E8,5.879E8,1.9764E8,1.4887E8,1.4659E8,1.2725E8,1.6187E8,1.6071E8,1.384E8,1.526E8,1.3523E8,1.3384E8,2.2731E8,2.9057E8,2.7168E8,2.3238E8,2.2323E8,1.0147E8,1.4231E8,2.8751E8,3.5788E8,3.7689E8,209,168,22,30,35,30,34,29,34,34,32,28,39,43,45,44,48,46,59,47,78,75,56,53,49,47,52,50,45,45,45,33,36,38,36,31,36,31,33,35,39,42,,47169,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2
79,8,P29401|TKT_HUMAN,312.45,72,24,30,30,33,32,37,36,32,39,35,19,16,24,21,19,19,42,21,48,45,48,43,43,43,42,44,42,42,39,39,38,40,40,28,39,39,38,28,41,42,3.1101E7,4.445E7,4.2342E7,4.8821E7,4.7933E7,5.3847E7,5.1866E7,4.8334E7,5.8291E7,4.4905E7,1.799E7,1.6995E7,1.8774E7,1.9249E7,1.8541E7,1.8838E7,9.7759E7,2.1542E7,3.6648E8,2.8275E8,9.5093E7,6.7457E7,6.1344E7,7.9239E7,7.8118E7,6.2607E7,6.0004E7,5.8586E7,7.4684E7,8.1143E7,1E8,1.1479E8,1.1259E8,9.3557E7,9.7898E7,5.5879E7,5.4992E7,1.1996E8,1.5627E8,1.5526E8,196,195,16,18,18,19,20,26,23,20,25,20,14,13,19,18,17,16,51,16,75,64,50,40,34,39,39,36,31,34,31,32,27,29,28,23,28,26,23,24,32,29,,67878,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3
63,5,P51991|ROA3_HUMAN,312.32,60,28,34,24,28,41,34,31,34,34,35,25,26,30,28,25,30,28,27,37,39,40,40,40,37,38,38,38,38,35,34,35,38,35,35,35,36,38,35,39,35,3.8953E7,5.3512E7,5.6509E7,5.6945E7,6.2562E7,7.3176E7,5.346E7,6.1667E7,6.6125E7,6.1065E7,3.3821E7,3.7169E7,4.1243E7,4.3994E7,4.1859E7,3.9093E7,6.0088E7,3.5389E7,2.096E8,2.19E8,9.7864E7,8.2954E7,8.9714E7,1.214E8,1.176E8,1.0815E8,1.1523E8,8.3014E7,1.2714E8,1.2035E8,1.2969E8,1.7993E8,1.7107E8,1.3776E8,1.5116E8,8.7312E7,9.1718E7,1.7992E8,2.3132E8,2.3478E8,121,94,16,16,17,17,22,22,17,19,20,22,17,16,21,18,16,19,22,21,28,30,36,42,38,37,36,39,38,33,37,30,46,53,45,45,47,46,43,44,51,53,,39595,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2
16,155,P20671|H2A1D_HUMAN,312.24,88,72,74,71,71,71,74,71,72,77,74,63,68,63,70,63,68,63,68,73,65,70,69,68,68,70,70,70,70,68,74,60,58,63,60,58,58,58,58,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,0,44,60,55,60,55,52,56,65,71,49,66,72,73,82,83,72,94,83,115,116,77,97,95,83,88,93,94,78,79,61,110,123,127,124,103,84,97,130,128,137,,14107,Histone H2A type 1-D OS=Homo sapiens OX=9606 GN=H2AC7 PE=1 SV=2
15,153,Q9BTM1|H2AJ_HUMAN,311.46,86,74,76,76,76,76,76,76,74,76,76,61,66,54,68,54,68,69,68,72,67,71,55,69,71,69,71,69,54,71,74,60,58,58,60,58,58,58,58,58,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,40,60,55,59,53,48,51,64,65,46,66,71,72,80,81,72,94,84,115,120,80,100,100,88,91,98,97,80,83,61,110,123,126,124,103,84,97,130,127,137,,14019,Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AJ PE=1 SV=1
30,299,P68032|ACTC_HUMAN,308.62,77,46,52,43,43,41,40,47,46,46,46,48,50,45,44,45,50,53,47,51,49,50,44,43,50,50,45,49,45,44,50,39,32,36,34,38,33,34,35,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6447E5,,,267,1,47,56,62,59,59,61,60,60,70,58,62,62,61,58,60,63,92,63,135,131,67,53,46,50,52,51,46,44,43,49,49,54,57,57,50,39,41,43,54,58,,42019,Actin  alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1
32,304,P62736|ACTA_HUMAN,308.30,76,46,52,43,43,41,40,47,46,46,46,48,48,45,44,45,48,51,47,49,46,47,45,44,54,50,48,50,46,44,48,37,29,33,32,35,30,32,32,30,31,,,,,,,,,,,,,,,,,,,,,,8.6912E6,4.6618E6,3.6702E6,,6.6549E6,3.8756E6,5.8856E6,,,,,,,,,,,,,265,1,47,56,62,59,59,61,60,60,70,58,62,61,61,58,60,62,91,63,134,130,66,53,46,51,52,52,46,44,43,48,48,53,56,56,49,38,40,41,53,57,,42009,Actin  aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1
14,289,Q6FI13|H2A2A_HUMAN,306.97,88,76,78,75,75,75,78,78,76,78,78,61,65,54,68,54,68,68,68,72,66,69,54,68,69,68,69,68,53,70,74,38,46,41,48,45,58,46,45,50,47,1.8867E7,2.6183E7,2.5767E7,2.2503E7,2.3084E7,2.1135E7,2.9713E7,3.2189E7,3.2905E7,2.4708E7,,,,,,,,,,,2.9894E7,2.1971E7,3.8301E7,3.7125E7,2.8806E7,3.5193E7,3.0971E7,3.96E7,4.5586E7,2.1228E7,,,,,,0,,,,,232,9,46,64,59,64,58,54,61,69,74,52,66,71,72,80,81,72,94,84,115,120,78,97,98,86,88,94,94,77,81,60,109,122,126,123,102,84,96,129,127,136,,14095,Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3
46,22,P08727|K1C19_HUMAN,306.22,96,68,75,70,65,72,65,70,75,74,68,54,58,47,53,51,58,67,57,57,65,79,77,80,74,77,84,74,69,80,64,73,74,74,74,76,70,72,72,70,70,7.7779E7,1.0498E8,1.2441E8,1.1439E8,1.3003E8,1.2664E8,1.0604E8,1.1853E8,1.2979E8,1.0635E8,8.823E7,9.105E7,9.5957E7,9.9237E7,9.2107E7,9.3744E7,1.2247E8,9.8616E7,2.0985E8,3.3934E8,1.3661E8,1.1851E8,1.911E8,1.8282E8,1.9367E8,1.7962E8,1.6901E8,1.535E8,1.9985E8,1.3612E8,2.3034E8,3.1061E8,2.8491E8,2.5424E8,2.4839E8,1.4147E8,1.4959E8,3.3381E8,3.7699E8,4.0233E8,225,159,37,41,45,43,44,42,44,46,50,43,41,38,35,40,38,39,46,37,43,55,53,53,56,51,52,58,50,51,57,40,48,49,48,50,51,45,44,48,51,51,,44106,Keratin  type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4
26,229,P16104|H2AX_HUMAN,306.17,92,76,78,78,78,80,77,78,76,80,78,55,59,49,62,49,53,71,75,57,52,82,70,83,84,83,84,83,69,82,82,55,52,52,55,62,52,52,52,52,55,1.3506E7,2.5828E7,6.0012E6,2.4289E7,6.0841E6,2.5366E7,2.0865E7,2.9138E7,2.4589E7,2.3634E7,,,,,,,1.1568E6,1.1442E6,,,5.4025E6,3.6257E7,2.4102E7,2.0146E7,8.3671E6,1.1353E7,2.5197E7,1.8108E7,9.6024E6,7.1822E6,,,,,1.9279E5,,,,,,201,16,32,49,41,46,42,41,40,48,52,41,50,53,55,61,59,57,70,62,94,96,72,94,91,86,85,93,92,71,74,67,90,98,103,104,89,70,78,107,103,110,,15145,Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2
20,159,Q93077|H2A1C_HUMAN,305.38,88,76,78,78,78,78,78,78,76,78,78,61,65,54,68,54,68,68,68,72,66,70,55,68,70,68,70,68,54,70,74,60,58,63,60,58,58,58,58,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0,42,62,58,64,58,48,54,61,70,46,59,63,63,73,71,67,84,73,108,109,79,95,95,85,85,95,89,76,77,61,93,100,104,108,88,71,78,108,102,114,,14105,Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3
33,580,Q8IUE6|H2A2B_HUMAN,304.53,87,72,74,73,73,75,73,72,71,75,74,61,65,54,66,54,68,68,68,72,66,70,55,68,70,68,70,68,54,70,68,49,47,52,49,52,47,47,47,52,55,1.258E6,1.421E6,7.1699E5,6.9656E5,7.1781E5,5.3948E5,1.5381E6,2.0188E6,8.0657E5,8.9291E5,8.8382E6,1.1434E7,1.5152E7,1.3466E7,1.7042E7,2.0768E7,2.2883E7,1.3744E7,5.6674E7,6.4337E7,7.4902E6,8.8705E6,3.6534E6,2.2139E6,4.2736E6,1.2544E7,7.3865E6,7.5289E6,2.6048E6,,,,,,,,,,,,192,12,30,44,39,44,38,34,39,40,46,35,46,51,55,58,58,57,68,60,86,90,71,84,77,77,79,85,82,67,66,56,47,51,53,54,52,43,43,51,60,63,,13995,Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3
45,86,P0DMV8|HS71A_HUMAN,303.04,93,31,47,50,48,49,54,44,56,50,49,36,41,39,37,38,43,51,47,56,52,66,62,58,56,57,56,58,57,55,49,42,45,43,36,48,39,38,43,57,45,3.0195E7,5.3897E7,4.2127E7,6.126E7,6.3973E7,6.2377E7,4.7863E7,6.0517E7,5.7699E7,5.2163E7,2.2649E7,2.2024E7,2.0871E7,2.2954E7,2.7903E7,3.0282E7,6.4646E7,3.3653E7,2.248E8,1.944E8,8.3576E7,5.8811E7,6.088E7,7.9518E7,7.9229E7,5.7341E7,6.3245E7,5.5326E7,6.0829E7,8.1502E7,7.2388E7,9.3337E7,7.9561E7,7.6695E7,6.681E7,4.0283E7,4.7187E7,9.8251E7,1.146E8,1.1248E8,292,120,24,33,38,37,40,45,38,46,45,38,38,44,35,38,44,44,65,51,87,83,76,62,57,60,58,55,53,54,53,52,41,40,39,37,44,32,33,39,44,41,,70052,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
45,87,P0DMV9|HS71B_HUMAN,303.04,93,31,47,50,48,49,54,44,56,50,49,36,41,39,37,38,43,51,47,56,52,66,62,58,56,57,56,58,57,55,49,42,45,43,36,48,39,38,43,57,45,3.0195E7,5.3897E7,4.2127E7,6.126E7,6.3973E7,6.2377E7,4.7863E7,6.0517E7,5.7699E7,5.2163E7,2.2649E7,2.2024E7,2.0871E7,2.2954E7,2.7903E7,3.0282E7,6.4646E7,3.3653E7,2.248E8,1.944E8,8.3576E7,5.8811E7,6.088E7,7.9518E7,7.9229E7,5.7341E7,6.3245E7,5.5326E7,6.0829E7,8.1502E7,7.2388E7,9.3337E7,7.9561E7,7.6695E7,6.681E7,4.0283E7,4.7187E7,9.8251E7,1.146E8,1.1248E8,292,120,24,33,38,37,40,45,38,46,45,38,38,44,35,38,44,44,65,51,87,83,76,62,57,60,58,55,53,54,53,52,41,40,39,37,44,32,33,39,44,41,,70052,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1
21,162,Q7L7L0|H2A3_HUMAN,302.96,88,72,74,71,71,71,74,71,72,77,74,63,68,63,70,63,68,63,68,73,68,70,53,68,70,68,70,68,54,69,74,60,58,63,60,58,58,58,58,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,40,56,52,58,53,46,50,56,67,43,60,64,64,74,72,66,83,72,111,112,76,91,90,82,81,91,85,73,74,61,93,100,104,108,88,71,78,108,102,114,,14121,Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AW PE=1 SV=3
23,164,P04908|H2A1B_HUMAN,302.33,88,72,74,71,71,71,74,71,72,77,74,63,68,63,70,63,68,63,68,73,65,70,69,68,68,70,70,70,70,68,74,60,58,63,60,58,58,58,58,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0,40,56,52,58,53,46,50,56,67,43,59,64,64,75,73,67,84,72,108,105,76,92,90,80,82,90,86,74,73,61,93,100,104,108,88,71,78,108,102,114,,14135,Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2
62,31,P61978|HNRPK_HUMAN,302.03,79,31,28,34,36,33,35,35,35,33,30,43,42,40,37,36,52,50,51,51,54,53,55,56,44,50,49,46,48,42,35,51,43,54,40,51,43,41,51,51,43,4.5608E7,6.1982E7,7.4955E7,5.6251E7,7.2482E7,7.397E7,6.4668E7,7.2793E7,7.5171E7,4.3253E7,7.1708E7,8.361E7,7.7416E7,7.942E7,8.385E7,8.7881E7,1.5938E8,9.6251E7,4.6026E8,4.6283E8,7.1989E7,5.6244E7,8.9431E7,5.8471E7,7.599E7,7.2427E7,5.9112E7,4.8545E7,6.0207E7,5.1599E7,1.4006E8,2.0093E8,2.0389E8,1.6319E8,1.8268E8,9.9491E7,1.0787E8,2.1095E8,2.747E8,2.7071E8,202,202,17,16,19,20,19,21,19,18,17,16,32,39,32,34,37,40,49,42,70,69,43,36,48,30,39,37,38,27,31,21,25,28,32,25,30,29,23,28,35,34,,50976,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1
99,41,P04264|K2C1_HUMAN,300.46,85,28,40,27,21,23,18,7,30,30,23,26,8,14,25,37,14,10,16,6,11,27,18,22,14,11,17,20,34,23,7,63,51,40,23,45,30,24,25,28,43,2.34E7,6.6267E7,1.5349E7,7.7151E6,1.1866E7,5.365E6,7.1278E5,1.4434E7,2.0487E7,1.1257E7,5.6564E7,,1.0079E6,9.8666E6,2.0247E8,1.2241E6,,4.4291E6,6.9063E4,2.8159E5,1.0719E7,3.9565E6,1.2399E7,3.4735E6,1.8769E6,5.3832E6,6.5173E6,4.2634E7,1.3965E7,1.0367E6,9.8989E8,6.4242E7,7.5728E7,1.5203E7,7.8979E7,7.8877E6,1.0706E7,3.0049E7,3.7317E7,5.1072E8,200,135,22,31,17,12,16,11,10,22,24,20,35,7,16,20,75,12,9,15,4,9,19,13,22,11,8,15,14,34,20,6,107,43,38,22,42,20,23,28,31,70,,66039,Keratin  type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6
